Crash Number,City/Town Name,Crash Date,Crash Time,Crash Severity,Number of Vehicles,Total Nonfatal Injuries,Total Fatal Injuries,Manner of Collision,Vehicle Action Prior to Crash,Vehicle Travel Directions,Most Harmful Events,Vehicle Configuration,Road Surface Condition,Ambient Light,Weather Condition,At Roadway Intersection,Distance from Nearest Roadway Intersection,Distance from Nearest Milemarker,Distance from Nearest Exit,Distance from Nearest Landmark,Non Motorist Type,X Coordinate,Y Coordinate
3510062,BOSTON,21-Jun-2013,5:30 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,JOHN F. FITZGERALD SURFACE ROAD / HANOVER STREET,,,,,,236534.4138,901389.3128
3541189,BOSTON,21-Jun-2013,5:44 PM,Non-fatal injury,2,2,0,Angle,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,EAST BOSTON EXPRESSWAY / MASSACHUSETTS TURNPIKE Rte SR1ANB,,,OUTBOUND RD AT TWT/ SUMNER TUNNE,,238882.068,903040.4624
3495731,BOSTON,21-Jun-2013,8:08 PM,Property damage only (none injured),4,0,0,Not reported,V1: Turning right / V2:Parked / V3:Parked / V4:Parked,V1:Westbound / V2:Not reported / V3:Not reported / V4:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with parked motor vehicle / V3: Collision with parked motor vehicle / V4: Collision with parked motor vehicle ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Passenger car / V4:Passenger car",Dry,Dusk,Clear,,SOLDIERS FIELD ROAD,,,ARTESANI PARKING LOT,P4:Pedestrian / P5:Pedestrian / P6:Pedestrian / P7:Pedestrian / P8:Pedestrian,,
3503331,BOSTON (DORCHESTER),21-Jun-2013,9:24 PM,Not Reported,2,0,0,Head-on,V1: Not reported / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Not reported / V2: Not reported ,V1: Unknown vehicle configuration / V2:Unknown vehicle configuration,Dry,Dark - lighted roadway,Clear/Clear,DRAPER STREET / HOMES AVENUE,,,,,,235901.4533,894928.8123
3510049,BOSTON (CHARLESTOWN),21-Jun-2013,10:00 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,"V1: Collision with cyclist (bicycle, tricycle, unicycle, pedal car) ",V1: Passenger car,Dry,Dark - lighted roadway,Clear,CAMBRIDGE STREET / CARTER STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",234649.7408,903621.8452
3498707,BOSTON,21-Jun-2013,11:36 PM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Changing lanes,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,,STORROW DRIVE Rte 28 N / RAMP TO CHARLES CIRCLE,,,LONGFELLOW BRIDGE,,235229.0058,901238.2259
3534482,BOSTON,21-Jun-2013,11:42 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,,Rte 93 S / UNKNOWN,,Exit 13 on Rte 93 S,SOUTH OF TOLLMAN ON RAMP,,237399.8866,894072.472
3481791,BOSTON,22-Jun-2013,00:00 AM,Not Reported,2,0,0,Angle,V1: Turning right / V2:Parked,V1:Northbound / V2:Not reported ,V1: Collision with parked motor vehicle / V2: Collision with motor vehicle in traffic ,V1: Motorcycle / V2:Passenger car,Dry,Dark - lighted roadway,Not Reported,,PARK DRIVE Rte UNKNOW / 107,,,,,233220.8139,899124.6459
3513133,BOSTON,22-Jun-2013,00:00 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Not reported,V1:Northbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Unknown vehicle configuration",Dry,Dark - lighted roadway,Clear,TYLER STREET / KNEELAND STREET,,,,,,236178.478,900089.5178
3510045,BOSTON (ROXBURY),22-Jun-2013,2:01 AM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Passenger car / V2:Not reported,Dry,Dark - lighted roadway,Clear/Clear,,371 BLUE HILL AVENUE,,,,,234553.0549,895776.7834
3491435,BOSTON,22-Jun-2013,4:55 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Southbound ,V1: Collision with median barrier ,V1: Passenger car,Dry,Dawn,Clear,,Rte 93 S / UNKNOWN,,Exit 15 on Rte 93 S,,,236629.6253,897168.5001
3481790,BOSTON,22-Jun-2013,8:25 AM,Property damage only (none injured),2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,FRONTAGE ROAD Rte UNKNOW,,,HAGGERTY BRIDGE,,236405.8973,897506.9215
3491341,BOSTON,22-Jun-2013,8:30 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with animal - deer ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,GALLIVAN BOULEVARD Rte UNKNOW / CARRUTH STREET,,,,,236300.7969,892454.3127
3503133,BOSTON (DORCHESTER),22-Jun-2013,8:30 AM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with unknown movable object / V2: Not reported ,V1: Passenger car / V2:Unknown vehicle configuration,Dry,Daylight,Clear/Clear,,9 RONAN STREET,,,,,235666.2951,895728.2881
3502833,BOSTON (DORCHESTER),22-Jun-2013,11:55 AM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with pedestrian ,V1: Passenger car,Dry,Daylight,Clear/Clear,,32 HANCOCK STREET,,,,P2:Pedestrian,235878.0701,901162.745
3503231,BOSTON (DORCHESTER),22-Jun-2013,4:05 PM,Non-fatal injury,2,1,0,Angle,V1: Turning right / V2:Travelling straight ahead,V1:Southbound / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,FULLER STREET / CLERMONT STREET,,,,,,235717.9064,892633.5623
3484836,BOSTON,23-Jun-2013,1:34 AM,Property damage only (none injured),1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Westbound ,V1: Collision with curb ,V1: Passenger car,Dry,Dark - lighted roadway,Not Reported,,MONSIGNOR CASEY HIGHWAY Rte 203 W / ARBORWAY,,,NEAR ARNOLD ARBORETUM,,231508.7159,894764.1503
3550492,BOSTON,23-Jun-2013,8:15 AM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Not Reported,VETERANS OF FOREIGN WARS PARKWAY / GARDNER STREET,,,,,,227070.2991,891949.9297
3553038,BOSTON,23-Jun-2013,9:30 AM,Not Reported,1,0,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Collision with light pole or other post/support ,V1: Passenger car,Dry,Dawn,Not Reported,,WEST BOUNDARY ROAD,,,,,229153.1087,890294.7685
3491275,BOSTON,23-Jun-2013,12:05 PM,Non-fatal injury,2,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Motorcycle / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,,BEFORE ZAKIM BRIDGE,,236179.1261,901857.597
3510746,BOSTON,23-Jun-2013,1:10 PM,Property damage only (none injured),4,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Other / V4:Changing lanes,V1:Southbound / V2:Southbound / V3:Southbound / V4:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Passenger car / V4:Passenger car",Dry,Daylight,Clear,,Rte 93 S / UNKNOWN,,,,,235973.6096,902105.2145
3491276,BOSTON,23-Jun-2013,2:03 PM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Westbound / V2:Westbound ,V1: Collision with curb / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,Rte 90 W / UNKNOWN,,,,,232572.2182,899870.4883
3491343,BOSTON,23-Jun-2013,2:04 PM,Non-fatal injury,2,4,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Northbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,,Rte 93 N / UNKNOWN,,Exit 14 on Rte 93 N,N OF 14,,237258.9796,894483.3974
3497332,BOSTON,23-Jun-2013,3:35 PM,Property damage only (none injured),2,0,0,Angle,V1: Turning left / V2:Travelling straight ahead,V1:Southbound / V2:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,DOMINIC J BANCULLI BOULEVARD / WILLIAM T MORRISSEY BOULEVARD,,,,VICINITY OF UMASS BOSTON,,237369.7223,896004.065
3540251,BOSTON,23-Jun-2013,3:45 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Eastbound ,V1: Not reported ,V1: Passenger car,Dry,Daylight,Clear,WEST ROXBURY PARKWAY / PEAK HILL ROAD,,,,,,229143.6093,893615.5932
3540252,BOSTON,23-Jun-2013,4:10 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Turning left,V1:Southbound ,V1: Not reported ,V1: Motorcycle,Dry,Daylight,Not Reported,NEPONSET VALLEY PARKWAY / TRUMAN HIGHWAY,,,,,,230941.0155,887276.4376
3491297,BOSTON,23-Jun-2013,4:30 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Changing lanes,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,CHARLESGATE OVERPASS / STORROW DRIVE,,,,STORROW DR. W/B AT KENMORE SQ EX,,233695.1823,900232.3919
3656427,BOSTON,23-Jun-2013,5:00 PM,Property damage only (none injured),2,0,0,Angle,V1: Backing / V2:Other,V1:Southbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Clear,,MAVERICK STREET / JEFFRIES STREET,,,,,238863.3617,901770.286
3491277,BOSTON,23-Jun-2013,6:12 PM,Property damage only (none injured),3,0,0,Rear-end,V1: Travelling straight ahead / V2:Travelling straight ahead / V3:Travelling straight ahead,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car,Dry,Daylight,Clear,RAMP - RT 1 SB FROM TOBIN BRIDGE Rte 1 S / RAMP - RUTHERFORD AVENUE TO RT 1 SB,,,Exit 26 WES on Rte 93 S,AT STATION TUNNEL,,235622.1711,902249.1845
3502931,BOSTON,23-Jun-2013,7:15 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic,V1:Westbound / V2:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Unknown vehicle configuration,Dry,Daylight,Clear/Clear,,272 BOWDOIN STREET,,,,,235760.2068,895249.989
3503232,BOSTON (DORCHESTER),23-Jun-2013,10:00 PM,Not Reported,2,0,0,Unknown,V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,V1: Passenger car / V2:Unknown vehicle configuration,Dry,Dark - lighted roadway,Clear,,27 MERCIER AVENUE,,,,,235759.8593,892559.869
3528012,BOSTON,24-Jun-2013,1:04 AM,Non-fatal injury,2,4,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Travelling straight ahead,V1:Eastbound / V2:Northbound ,V1: Collision with median barrier / V2: Collision with curb ,V1: Passenger car / V2:Passenger car,Dry,Dark - lighted roadway,Clear,MASSACHUSETTS AVENUE CONNECTOR / FRONTAGE ROAD / RAMP - FRONTAGE ROAD TO RT 93 NB,,,,MASS AVE CONNECTOR,,235865.0173,898419.1854
3503131,BOSTON (DORCHESTER),24-Jun-2013,3:00 AM,Not Reported,2,0,0,Angle,V1: Parked / V2:Not reported,V1:Not reported / V2:Not reported ,V1: Collision with motor vehicle in traffic / V2: Not reported ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Unknown vehicle configuration",Dry,Dark - lighted roadway,Clear,,40 GIBSON STREET,,,,,236357.3243,894231.1328
3491314,BOSTON,24-Jun-2013,12:16 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Making U-turn,V1:Westbound ,V1: Collision with pedestrian ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,NONANTUM ROAD Rte UNKNOW / 20,,,,P2:Pedestrian,227304.921,900001.3959
3491278,BOSTON,24-Jun-2013,1:50 PM,Non-fatal injury,2,1,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Turning left,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear,RAMP - ALBANY STREET TO RT 90 WB / ALBANY STREET / SOUTH STATION BUS TERMINAL CONNECTOR,,,,ALBANY ST EXT @SSTC RAMP,,236230.9969,899914.1465
3509843,BOSTON (DORCHESTER),24-Jun-2013,2:40 PM,Non-fatal injury,1,1,0,Angle,V1: Turning left,V1:Not reported ,V1: Not reported ,"V1: Bus (seats for 7-15 people, including driver)",Dry,Daylight,Clear,MONTELLO STREET / ROBINSON STREET,,,,,P4:Pedestrian,236156.3125,894809.7503
3491525,BOSTON,24-Jun-2013,4:38 PM,Non-fatal injury,3,2,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Turning left,V1:Westbound / V2:Westbound / V3:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Clear,,GALLIVAN BOULEVARD / SAINT BRENDAN ROAD,,,,,236948.0627,892626.9376
3491298,BOSTON,24-Jun-2013,6:45 PM,Property damage only (none injured),2,0,0,Rear-end,V1: Slowing or stopped in traffic / V2:Travelling straight ahead,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V2:Passenger car",Dry,Daylight,Cloudy,JAMAICAWAY / BYNNER STREET / WILLOW POND ROAD,,,,JAMAICA WAY AT WILLOW POND ROAD,,231761.922,897172.3748
3491299,BOSTON,24-Jun-2013,7:15 PM,Property damage only (none injured),2,0,0,Angle,V1: Travelling straight ahead / V2:Changing lanes,V1:Southbound / V2:Southbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Cloudy,,JAMAICAWAY / BYNNER STREET,,,JAMAICAWAY O/B BEFORE WILLOW PON,,231755.0209,897153.1899
3557333,BOSTON,24-Jun-2013,7:20 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Leaving traffic lane,V1:Southbound ,V1: Collision with median barrier ,"V1: Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Dry,Daylight,Not Reported,,Rte 93,,Exit 15 on Rte 93,,,236629.6253,897168.5001
3510857,BOSTON,24-Jun-2013,7:42 PM,Non-fatal injury,4,1,0,Rear-end,V1: Travelling straight ahead / V2:Slowing or stopped in traffic / V3:Travelling straight ahead / V4:Travelling straight ahead,V1:Northbound / V2:Northbound / V3:Northbound / V4:Northbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V4:Passenger car",Dry,Daylight,Clear,,Rte 93 N,,Exit 13 on Rte 93 N,,,237420.1414,894076.5227
3527764,BOSTON,24-Jun-2013,9:09 PM,Non-fatal injury,1,1,0,Single vehicle crash,V1: Travelling straight ahead,V1:Northbound ,V1: Collision with median barrier ,V1: Passenger car,Wet,Dark - lighted roadway,Rain,,LEVERETT CONNECTOR SOUTH,,,RAMP LCS,,235979.1376,901920.9128
3481792,BOSTON,25-Jun-2013,1:00 AM,Not Reported,3,0,0,Angle,V1: Entering traffic lane / V2:Parked / V3:Parked,V1:Southbound / V2:Not reported / V3:Not reported ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic ,"V1: Passenger car / V2:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires / V3:Light truck(van, mini-van, panel, pickup, sport utility) with only four tires",Wet,Dark - lighted roadway,Not Reported,,SAINT STEPHEN STREET Rte UNKNOW / SYMPHONY ROAD,,,,,234065.1095,899206.6875
3585219,BOSTON,25-Jun-2013,8:30 AM,Property damage only (none injured),1,0,0,Angle,V1: Turning left,V1:Eastbound ,V1: Collision with motor vehicle in traffic ,V1: Passenger car,Dry,Daylight,Clear,SEAPORT BOULEVARD / D STREET,,,,,"P2:Pedalcyclist (bicycle, tricycle, unicycle, pedal car)",237931.7534,899946.2464
3491356,BOSTON,25-Jun-2013,2:30 PM,Non-fatal injury,4,2,0,Rear-end,V1: Slowing or stopped in traffic / V2:Slowing or stopped in traffic / V3:Travelling straight ahead / V4:Slowing or stopped in traffic,V1:Westbound / V2:Westbound / V3:Westbound / V4:Westbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic / V3: Collision with motor vehicle in traffic / V4: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car / V3:Passenger car / V4:Passenger car,Dry,Daylight,Clear,,ARBORWAY Rte 203 W / CENTRE STREET,,,BEFORE CENTRE STREET,,231316.3415,895397.2409
3495661,BOSTON (ROSLINDALE),25-Jun-2013,5:42 PM,Not Reported,2,0,0,"Sideswipe, same direction",V1: Travelling straight ahead / V2:Turning left,V1:Northbound / V2:Northbound ,V1: Other / V2: Collision with motor vehicle in traffic ,V1: Passenger car / V2:Passenger car,Dry,Daylight,Clear/Clear,,635 AMERICAN LEGION HIGHWAY,,,,,232083.7338,892817.1149
3545032,BOSTON,25-Jun-2013,8:20 PM,Non-fatal injury,2,2,0,"Sideswipe, same direction",V1: Changing lanes / V2:Travelling straight ahead,V1:Eastbound / V2:Eastbound ,V1: Collision with motor vehicle in traffic / V2: Collision with motor vehicle in traffic ,"V1: Bus (seats for more than 15 people, including driver) / V2:Passenger car",Wet,Dusk,Cloudy,,100 feet E from Intersection COMMONWEALTH AVENUE / SAINT PAUL STREET,,,,,231684.873,900124.1678
